,year,id,wrkstat,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income72,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote68,pres68,if68who,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,cappun2,gunlaw,courts,relig,denom,other,fund,attend,racmar,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,racobjct,racschol,racfew,rachaf,racmost,busing,racpres,racjob,happy,health,helpful,fair,trust,satjob,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,fework,fepres,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,premarsx,news,coop2,comprend,povline,incdef,realinc,coninc,ethnic,ethnum,workdy,workhr,spdays,sphour,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,cohort,marcohrt,formwt,sample,oversamp,wtss,wtssnr,wtssall,fileversion
197,1972,198,1,,381.0,23.0,2.0,539.0,1,5000.0,1.0,3,1,46.0,54.0,4270.0,3,1,1,20.0,,7.0,1.0,283.0,29.0,2.0,687.0,4760.0,1.0,3,1,31.0,18.0,5190.0,3,1,312.0,36.0,2.0,917.0,630.0,1.0,3,1,47.0,59.0,9590.0,3,1,,0.0,1,1,,,,1,1,0.0,5.0,50.0,12.0,12.0,8.0,8.0,1.0,1.0,0.0,0.0,1,1,5.0,5,3.0,2,3.0,4,0,0,2,2,0.0,1.0,8.0,5,1,2,278,3.58,7.71,7.13,3.0,4.4,33.6,3.95,5.88,7.85,3.14,3.59,30.7,1.45,5.78,7.93,4.36,6.73,52.3,1.0,1.0,1.0,,2.0,5.0,2.0,2.0,,2.0,2.0,4.0,2.0,1.0,1.0,,1.0,38.0,,2.0,3.0,1.0,3.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,7.0,43994.0,60185.0,11.0,2.0,1.0,1.0,,,3910.0,3000.0,4510.0,52.0,65.3,51.8,65.3,82.4,65.0,,,,39.7,55.9,30.9,1922.0,1942.0,,1,1.0,,,0.8893,7222.1
198,1972,199,1,,954.0,14.0,2.0,878.0,1,2016.0,1.0,3,1,44.0,44.0,9480.0,3,1,1,20.0,1.0,7.0,1.0,305.0,48.0,2.0,127.0,5120.0,1.0,3,1,45.0,48.0,2590.0,3,1,935.0,38.0,1.0,788.0,4500.0,1.0,3,1,36.0,29.0,8970.0,3,1,,0.0,1,1,,,,1,1,4.0,4.0,43.0,12.0,1.0,4.0,12.0,1.0,0.0,0.0,1.0,1,1,4.0,5,1.0,1,3.0,4,0,1,1,2,0.0,1.0,6.0,5,1,2,278,2.77,3.39,8.0,4.61,5.89,43.2,3.12,7.91,7.96,3.98,5.01,45.9,2.9,6.93,1.64,3.09,5.14,27.9,1.0,,,,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,,,2.0,4.0,2.0,3.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,,3.0,1.0,2.0,1.0,3.0,6.0,30458.0,41667.0,15.0,1.0,1.0,1.0,,,5900.0,5700.0,3310.0,43.8,71.6,26.7,21.5,31.2,11.3,,,,38.3,56.1,27.9,1929.0,1949.0,,1,1.0,,,0.8893,7222.1
199,1972,200,1,,321.0,36.0,2.0,467.0,1,5240.0,1.0,3,1,31.0,20.0,570.0,3,1,1,23.0,2.0,7.0,1.0,341.0,45.0,2.0,707.0,5900.0,1.0,3,1,29.0,20.0,6870.0,3,1,961.0,44.0,2.0,937.0,3720.0,1.0,3,1,66.0,90.0,9470.0,3,1,,0.0,1,1,,,,1,1,2.0,1.0,32.0,13.0,11.0,4.0,11.0,1.0,0.0,0.0,0.0,1,1,6.0,5,1.0,1,3.0,3,0,1,0,2,0.0,1.0,5.0,5,1,2,278,2.46,6.51,7.79,4.13,5.49,48.3,3.39,7.97,7.61,3.4,4.34,40.8,5.85,7.4,4.78,3.21,6.08,41.2,5.0,1.0,2.0,,1.0,4.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,6.0,24366.0,33333.0,8.0,2.0,1.0,1.0,,,3990.0,5810.0,3410.0,37.6,58.9,24.3,75.2,76.9,89.4,,,,29.2,43.7,17.9,1940.0,1963.0,,1,1.0,,,0.8893,7222.1
200,1972,201,1,,394.0,36.0,2.0,539.0,0,,,7,3,,,4270.0,6,2,3,28.0,,,,,,,,,,4,2,,,,4,2,801.0,41.0,1.0,17.0,205.0,,6,2,46.0,58.0,,7,3,,,4,2,,,,4,2,3.0,2.0,55.0,12.0,16.0,8.0,,1.0,3.0,0.0,,2,1,2.0,4,3.0,3,2.0,1,0,0,0,1,,1.0,3.0,5,1,2,278,4.19,7.65,7.84,3.26,3.27,35.2,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,6.0,1.0,2.0,,2.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,38.0,,2.0,3.0,2.0,2.0,2.0,,2.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,1.0,1.0,2.0,3.0,5.0,13537.0,18519.0,7.0,1.0,1.0,1.0,,,3990.0,6110.0,,,,,39.9,45.2,40.3,,,,,,,1917.0,1945.0,,1,1.0,,,0.4446,7222.1
201,1972,202,1,,314.0,36.0,2.0,347.0,1,5350.0,1.0,3,1,33.0,21.0,2280.0,3,1,1,19.0,2.0,1.0,,144.0,63.0,2.0,857.0,2310.0,1.0,3,1,61.0,85.0,7860.0,3,1,11.0,68.0,2.0,68.0,6200.0,1.0,3,1,49.0,63.0,770.0,3,1,,0.0,1,1,,,,1,1,3.0,3.0,27.0,14.0,14.0,12.0,18.0,2.0,1.0,1.0,4.0,2,1,3.0,5,2.0,1,2.0,5,2,1,0,2,0.0,2.0,6.0,5,1,2,278,4.13,6.82,7.64,3.09,3.84,33.0,1.9,2.02,8.0,4.99,6.96,62.7,0.23,7.89,1.36,4.97,7.85,62.6,7.0,2.0,,,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,,1.0,50.0,,3.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,2.0,1.0,1.0,3.0,6.0,30458.0,41667.0,14.0,1.0,1.0,1.0,1.0,1.0,3315.0,220.0,1320.0,32.0,46.6,21.5,46.0,35.1,64.9,,,,80.9,98.9,60.7,1945.0,1964.0,,1,1.0,,,0.8893,7222.1
202,1972,203,1,,681.0,29.0,2.0,758.0,1,7040.0,1.0,3,1,40.0,42.0,8790.0,3,1,1,21.0,1.0,1.0,,372.0,46.0,2.0,657.0,5700.0,1.0,3,1,47.0,55.0,5170.0,3,1,245.0,50.0,1.0,417.0,9130.0,1.0,3,1,35.0,29.0,6170.0,3,1,,0.0,1,1,,,,1,1,3.0,2.0,56.0,13.0,,12.0,14.0,1.0,,1.0,2.0,1,1,4.0,3,3.0,1,3.0,3,0,0,0,3,0.0,2.0,8.0,5,1,2,278,6.64,8.0,4.0,2.54,3.69,32.1,2.98,6.03,7.98,4.0,5.98,47.7,1.97,5.59,7.18,4.37,6.61,48.3,3.0,1.0,2.0,,2.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,48.0,,3.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,3.0,1.0,1.0,3.0,7.0,43994.0,60185.0,15.0,1.0,1.0,1.0,1.0,1.0,8590.0,2190.0,3211.0,39.6,42.1,42.5,32.0,25.4,39.4,,,,38.8,57.6,27.8,1916.0,1937.0,,1,1.0,,,1.3339,7222.1
203,1972,204,7,1.0,915.0,20.0,2.0,669.0,0,4110.0,,6,2,31.0,16.0,,7,3,1,17.0,1.0,5.0,1.0,23.0,67.0,2.0,367.0,,,7,3,,,2180.0,6,2,801.0,41.0,1.0,17.0,205.0,,6,2,46.0,58.0,,7,3,,,4,2,,,,4,2,7.0,2.0,48.0,8.0,8.0,8.0,15.0,0.0,0.0,0.0,3.0,2,1,3.0,5,3.0,1,3.0,2,0,0,0,2,0.0,0.0,11.0,5,1,2,278,6.95,6.99,7.93,2.88,2.93,23.5,0.46,7.68,2.65,5.47,7.64,66.0,1.68,7.97,1.51,3.84,6.62,30.9,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,,2.0,2.0,1.0,38.0,,2.0,3.0,1.0,3.0,1.0,4.0,2.0,,,,2.0,2.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,3.0,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,2.0,,,2.0,1.0,1.0,2.0,3.0,8.0,74452.0,101852.0,11.0,2.0,,,,,5320.0,6110.0,290.0,19.6,44.0,5.0,39.9,45.2,40.3,,,,,,,1924.0,1941.0,,1,1.0,,,0.8893,7222.1
204,1972,205,1,,461.0,48.0,2.0,227.0,0,8030.0,,6,2,40.0,37.0,3580.0,6,2,1,21.0,1.0,7.0,2.0,,,,,,,4,2,,,,4,2,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,1.0,8.0,56.0,10.0,,8.0,8.0,0.0,,0.0,0.0,1,1,6.0,3,1.0,5,2.0,5,0,1,1,3,0.0,2.0,5.0,3,3,4,15,2.22,7.97,0.21,3.95,6.97,41.5,,,,,,,,,,,,,0.0,1.0,3.0,,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,18.0,,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,,,1.0,1.0,2.0,1.0,3.0,5.0,24366.0,33333.0,24.0,1.0,1.0,1.0,,,8410.0,,,38.3,33.9,46.9,,,,,,,,,,1916.0,1937.0,,1,1.0,,,1.3339,7222.1
205,1972,206,7,1.0,925.0,36.0,2.0,838.0,1,3600.0,1.0,3,1,48.0,50.0,8190.0,3,1,1,18.0,1.0,1.0,,641.0,29.0,2.0,379.0,1920.0,1.0,3,1,57.0,84.0,2380.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,7.0,1.0,44.0,3.0,,6.0,12.0,0.0,,0.0,1.0,2,1,1.0,5,3.0,5,1.0,2,0,0,0,2,0.0,2.0,4.0,3,3,4,15,6.81,6.91,7.97,3.06,4.02,33.6,7.0,8.0,4.07,2.48,3.47,26.8,,,,,,,0.0,1.0,1.0,,2.0,4.0,1.0,1.0,4.0,,2.0,4.0,1.0,2.0,1.0,,1.0,60.0,81.0,3.0,7.0,1.0,3.0,1.0,3.0,2.0,,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,2.0,3.0,2.0,3.0,1.0,3.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,,,3.0,1.0,1.0,2.0,3.0,5.0,18951.0,25926.0,14.0,2.0,,,1.0,1.0,720.0,,7410.0,24.2,40.8,11.3,,,,,,,53.8,65.1,56.5,1928.0,1946.0,,1,1.0,,,0.8893,7222.1
206,1972,207,7,2.0,,,,,1,,0.0,1,1,,,,1,1,3,17.0,,,,,,,,,0.0,1,1,,,,1,1,690.0,32.0,2.0,379.0,8940.0,1.0,3,1,25.0,14.0,2380.0,3,1,,0.0,1,1,,,,1,1,4.0,3.0,25.0,9.0,,8.0,,0.0,,0.0,,2,1,1.0,3,1.0,1,3.0,4,0,3,0,1,0.0,0.0,2.0,3,3,4,15,,,,,,,,,,,,,6.84,8.0,4.18,2.34,3.43,29.9,1.0,2.0,,2.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,60.0,20.0,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,3.0,1.0,1.0,,,3.0,3.0,3.0,2.0,,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,,,3.0,1.0,2.0,1.0,3.0,8122.0,11111.0,,3.0,,,,,,8340.0,,,,,36.4,26.2,50.4,,,,,,,1947.0,1964.0,,1,1.0,,,0.4446,7222.1
207,1972,208,1,,481.0,33.0,2.0,219.0,0,,,7,3,,,3570.0,6,2,1,20.0,2.0,7.0,2.0,,,,,,,4,2,,,,4,2,404.0,31.0,2.0,407.0,6210.0,,6,2,35.0,34.0,6080.0,6,2,,,4,2,,,,4,2,6.0,2.0,32.0,10.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,1,1,2.0,5,3.0,1,3.0,4,0,2,0,2,0.0,1.0,6.0,3,3,4,15,2.34,7.94,1.1,3.85,6.81,39.8,,,,,,,2.57,7.75,0.95,3.85,6.86,40.4,1.0,1.0,3.0,,2.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,18.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,1.0,1.0,2.0,1.0,3.0,6.0,30458.0,41667.0,,3.0,1.0,2.0,,,8490.0,8732.0,,,,,42.2,25.8,65.3,,,,,,,1940.0,1960.0,,1,1.0,,,0.8893,7222.1
208,1972,209,7,1.0,391.0,41.0,2.0,379.0,1,5820.0,1.0,3,1,37.0,29.0,2380.0,3,1,1,23.0,2.0,1.0,,265.0,47.0,2.0,717.0,4810.0,1.0,3,1,47.0,61.0,6990.0,3,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,180.0,3,1,,0.0,1,1,,,,1,1,2.0,2.0,33.0,13.0,16.0,12.0,14.0,1.0,3.0,1.0,1.0,2,1,2.0,3,2.0,1,1.0,4,2,0,0,2,0.0,1.0,11.0,3,3,4,15,3.72,7.9,7.85,3.05,3.78,37.6,1.86,5.65,8.0,4.21,6.18,49.7,1.68,7.97,1.51,3.84,6.62,30.9,5.0,1.0,3.0,,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,70.0,,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,3.0,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,3.0,8.0,74452.0,101852.0,19.0,2.0,,,2.0,2.0,3210.0,6110.0,4410.0,35.1,56.7,21.1,39.9,45.2,40.3,,,,57.8,75.9,54.7,1939.0,1962.0,,1,1.0,,,0.8893,7222.1
209,1972,210,1,,331.0,42.0,2.0,907.0,0,5550.0,,6,2,45.0,51.0,6370.0,6,2,1,23.0,2.0,7.0,1.0,,,2.0,779.0,,,5,2,,,9070.0,6,2,415.0,40.0,2.0,69.0,6230.0,,6,2,44.0,49.0,770.0,6,2,,,4,2,,,,4,2,5.0,6.0,48.0,11.0,9.0,10.0,12.0,0.0,0.0,0.0,1.0,1,1,2.0,3,1.0,1,2.0,5,0,1,2,2,0.0,1.0,6.0,3,3,4,15,3.08,7.96,7.93,3.01,2.94,34.5,,,,,,,3.27,7.84,1.26,3.87,7.61,38.7,1.0,1.0,5.0,,1.0,,2.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,,3.0,2.0,,,2.0,7.0,2.0,3.0,,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,1.0,2.0,2.0,3.0,6.0,30458.0,41667.0,14.0,2.0,2.0,1.0,,,3700.0,9540.0,,58.4,50.1,78.4,28.7,25.7,30.3,,,,,,,1924.0,1947.0,,1,1.0,,,0.8893,7222.1
210,1972,211,1,,690.0,32.0,2.0,379.0,0,,,7,3,,,,7,3,1,27.0,2.0,7.0,1.0,385.0,40.0,2.0,448.0,5020.0,,6,2,31.0,21.0,6680.0,6,2,690.0,32.0,2.0,379.0,,,7,3,,,,7,3,,,4,2,,,,4,2,5.0,3.0,45.0,12.0,8.0,12.0,13.0,1.0,0.0,1.0,1.0,1,1,3.0,3,1.0,1,3.0,5,0,1,2,2,0.0,3.0,5.0,3,3,4,15,6.84,8.0,4.18,2.34,3.43,29.9,6.37,5.88,2.72,3.1,3.31,35.7,6.84,8.0,4.18,2.34,3.43,29.9,0.0,2.0,,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,38.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,,1.0,1.0,2.0,1.0,3.0,5.0,24366.0,33333.0,11.0,1.0,1.0,2.0,,,8340.0,8340.0,3800.0,,,,,,,,,,31.9,50.7,18.8,1927.0,1954.0,,1,1.0,,,0.8893,7222.1
211,1972,212,7,1.0,915.0,20.0,2.0,669.0,1,4110.0,1.0,3,1,31.0,16.0,8680.0,3,1,2,20.0,1.0,,,,,,,,0.0,1,1,,,,1,1,695.0,32.0,2.0,379.0,8965.0,1.0,3,1,35.0,28.0,2390.0,3,1,,0.0,1,1,,,,1,1,1.0,3.0,45.0,10.0,6.0,,,0.0,0.0,0.0,,2,1,1.0,3,1.0,1,3.0,2,0,0,0,2,0.0,1.0,5.0,3,3,4,15,6.95,6.99,7.93,2.88,2.93,23.5,,,,,,,6.84,8.0,4.18,2.34,3.43,29.9,1.0,2.0,,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,,1.0,3.0,1.0,18.0,,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,,3.0,3.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,,,3.0,1.0,1.0,1.0,3.0,6.0,24366.0,33333.0,24.0,1.0,,,,,5320.0,8340.0,,19.6,44.0,5.0,26.8,24.3,26.7,,,,,,,1927.0,1947.0,,1,1.0,,,0.8893,7222.1
212,1972,213,5,1.0,690.0,32.0,2.0,379.0,1,8940.0,1.0,3,1,25.0,14.0,2380.0,3,1,1,25.0,1.0,7.0,2.0,,,,,,0.0,1,1,,,,1,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,170.0,3,1,,0.0,1,1,,,,1,1,7.0,4.0,72.0,7.0,,,12.0,0.0,,,,1,1,2.0,5,3.0,1,3.0,4,0,2,0,2,0.0,0.0,1.0,3,3,4,15,6.84,8.0,4.18,2.34,3.43,29.9,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,0.0,1.0,3.0,,1.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,18.0,,1.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,,,,,2.0,2.0,1.0,1.0,,2.0,2.0,,4.0,2.0,,,2.0,1.0,2.0,2.0,1.0,3.0,2707.0,3704.0,,4.0,,,,,8340.0,6110.0,,36.4,26.2,50.4,39.9,45.2,40.3,,,,,,,1900.0,1925.0,,1,1.0,,,0.8893,7222.1
213,1972,214,7,1.0,611.0,18.0,2.0,779.0,0,8310.0,,6,2,31.0,18.0,9070.0,6,2,4,13.0,,,,,,,,,,4,2,,,,4,2,643.0,19.0,2.0,559.0,9640.0,,6,2,22.0,13.0,4280.0,6,2,,,4,2,,,,4,2,2.0,1.0,45.0,9.0,,,,0.0,0.0,0.0,,2,2,6.0,3,1.0,1,2.0,2,0,0,0,2,0.0,0.0,2.0,3,1,1,751,6.98,7.98,3.07,2.62,3.34,24.2,,,,,,,6.89,8.0,6.48,2.06,2.19,23.4,0.0,2.0,,,1.0,4.0,1.0,1.0,4.0,1.0,2.0,,,2.0,2.0,3.0,1.0,18.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,2.0,3.0,3.0,1.0,2.0,,2.0,3.0,2.0,2.0,,,,,1.0,1.0,1.0,,,2.0,2.0,2.0,8.0,2.0,,,4.0,1.0,1.0,1.0,5.0,4.0,8122.0,11111.0,1.0,1.0,,,,,7990.0,9714.0,,12.4,12.2,6.4,14.8,16.5,7.8,,,,,,,1927.0,1940.0,,1,1.0,,,0.8893,7222.1
214,1972,215,3,,984.0,18.0,2.0,769.0,1,4230.0,1.0,3,1,25.0,14.0,9290.0,3,1,4,17.0,,,,,,,,,0.0,1,1,,,,1,1,,,,,,1.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,0.0,0.0,70.0,6.0,,,,0.0,,0.0,,2,2,6.0,3,1.0,5,3.0,2,0,0,0,2,1.0,0.0,2.0,3,1,1,751,6.96,7.21,7.77,2.77,2.76,11.4,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,5.0,1.0,2.0,,,,,,,2.0,,1.0,18.0,,1.0,0.0,,,,,,,,,,1.0,,,,1.0,,,3.0,3.0,1.0,1.0,2.0,,2.0,3.0,2.0,2.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,8.0,4.0,,,4.0,5.0,2.0,1.0,3.0,5.0,8122.0,11111.0,1.0,1.0,,,,,5400.0,,,12.6,17.3,4.5,,,,,,,,,,1902.0,1919.0,,1,1.0,,,0.8893,7222.1
215,1972,216,1,,145.0,43.0,2.0,867.0,1,2200.0,1.0,3,1,74.0,94.0,7870.0,3,1,1,20.0,2.0,1.0,,602.0,27.0,2.0,219.0,7750.0,1.0,3,1,35.0,26.0,3570.0,3,1,,,2.0,,8965.0,1.0,3,1,35.0,28.0,,2,1,,0.0,1,1,,,,1,1,7.0,4.0,31.0,14.0,,,11.0,1.0,0.0,0.0,0.0,2,2,5.0,3,1.0,1,3.0,4,1,1,0,2,0.0,2.0,5.0,3,1,1,751,0.89,2.2,7.91,4.93,7.28,49.1,6.65,8.0,4.59,2.42,3.24,30.3,,,,,,,1.0,1.0,2.0,,1.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,18.0,,1.0,3.0,,,,,,,,,,1.0,,,,1.0,,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,5.0,24366.0,33333.0,1.0,1.0,1.0,1.0,1.0,1.0,1320.0,,8493.0,84.5,99.1,72.2,26.8,24.3,26.7,,,,25.0,25.1,21.6,1941.0,1961.0,,1,1.0,,,0.8893,7222.1
216,1972,217,8,2.0,,,,,0,,,4,2,,,,4,2,5,,,,,,,,,,,4,2,,,,4,2,753.0,17.0,2.0,607.0,9620.0,,6,2,25.0,16.0,4870.0,6,2,,,4,2,,,,4,2,6.0,0.0,20.0,12.0,7.0,3.0,,1.0,0.0,0.0,,1,2,6.0,3,1.0,1,3.0,3,0,0,0,3,0.0,0.0,2.0,3,1,1,751,,,,,,,,,,,,,6.58,7.86,6.72,2.17,2.94,23.0,5.0,2.0,,,1.0,4.0,1.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,18.0,,1.0,0.0,,,,,,,,,,1.0,,,,1.0,,,2.0,2.0,2.0,1.0,2.0,,2.0,3.0,2.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,,3.0,3.0,1.0,1.0,5.0,4.0,8122.0,11111.0,1.0,1.0,,,,,,9711.0,,,,,23.3,24.1,18.9,,,,,,,1952.0,,,1,1.0,,,1.3339,7222.1
